epoch,mAP,loss
213,0.6828696727752686,6.3195958733558655
214,0.630400538444519,6.677989959716797
215,0.6188265085220337,6.673023343086243
216,0.6442894339561462,4.904881834983826
217,0.5972215533256531,5.947030782699585
218,0.6840270161628723,5.583813548088074
219,0.6840270161628723,4.153268814086914
220,0.6331011652946472,4.101546943187714
221,0.6689807772636414,3.3945377469062805
222,0.65046226978302,3.3404072523117065
223,0.6296288967132568,3.247040271759033
224,0.6145826578140259,3.8593273162841797
225,0.5898913145065308,3.035743236541748
226,0.49151182174682617,2.238011121749878
227,0.5740734338760376,2.681398391723633
228,0.5146599411964417,2.0349889993667603
229,0.5146599411964417,2.384577691555023
230,0.5702154636383057,3.796776056289673
231,0.6643511652946472,2.4808887243270874
232,0.65046226978302,2.4517717361450195
233,0.5775456428527832,1.7449074983596802
234,0.6145826578140259,1.7195537090301514
235,0.6145826578140259,1.5556727647781372
236,0.7256936430931091,1.6639724671840668
237,0.5914345383644104,1.9165932536125183
238,0.6550919413566589,1.589292585849762
239,0.5933635830879211,2.8731027841567993
240,0.6203696727752686,1.5071341395378113
241,0.6296288967132568,1.707129955291748
242,0.6273141503334045,2.0187928378582
243,0.5856475234031677,1.9610013961791992
244,0.5856475830078125,1.1631242632865906
245,0.5949068069458008,1.1955583989620209
246,0.7060177326202393,1.0376422703266144
247,0.630400538444519,1.1527478992938995
248,0.6458326578140259,1.0049512386322021
249,0.6319437623023987,1.9098429679870605
250,0.6319437623023987,1.0945768356323242
251,0.6736103892326355,1.7828804850578308
252,0.6874992847442627,1.2500427961349487
253,0.6581783294677734,1.8942289352416992
254,0.6581783294677734,2.140456438064575
255,0.6736103892326355,1.8690739870071411
256,0.7106473445892334,2.2720828652381897
257,0.7662028670310974,1.278763771057129
258,0.7245362401008606,1.115698516368866
259,0.7037029266357422,1.1052661836147308
260,0.6840270161628723,1.3093481659889221
261,0.7199066281318665,1.4652603268623352
262,0.6874992847442627,3.7041184306144714
263,0.6874992847442627,4.552966117858887
264,0.7384251356124878,3.1431539058685303
265,0.6874992847442627,3.194149613380432
266,0.699073314666748,3.499030828475952
267,0.699073314666748,2.1991682052612305
268,0.47685134410858154,2.4239969849586487
269,0.5185179710388184,1.912914514541626
270,0.6180549263954163,1.7405959963798523
271,0.5578697919845581,1.9286958575248718
272,0.5578697919845581,2.274101495742798
273,0.43981435894966125,3.742715001106262
274,0.5308635830879211,5.133009433746338
275,0.39814770221710205,5.865931510925293
276,0.5146600008010864,4.213884115219116
277,0.639274001121521,4.306615471839905
278,0.6751535534858704,3.4141130447387695
279,0.6057091951370239,3.7220720052719116
280,0.5671289563179016,3.267436146736145
281,0.6195980906486511,2.39702832698822
282,0.6442894339561462,2.3018649220466614
283,0.533178448677063,2.450640916824341
284,0.6273141503334045,1.7722642421722412
285,0.6697523593902588,1.5015064477920532
286,0.6033943891525269,4.475791931152344
287,0.5787031054496765,3.391857862472534
288,0.6419746279716492,1.5654134154319763
289,0.6666659116744995,2.469021439552307
290,0.6666659116744995,2.124459207057953
291,0.6026228070259094,2.361744225025177
292,0.6273141503334045,1.3913070559501648
293,0.6689807772636414,1.2951161861419678
294,0.6010795831680298,1.2859081625938416
295,0.6087956428527832,1.1802223920822144
296,0.6643511652946472,0.7527728378772736
297,0.6643511652946472,1.3074638843536377
298,0.6226845383644104,0.8641976118087769
299,0.7800917625427246,1.4874018728733063
300,0.7800917625427246,2.009025812149048
